cntdir,co_name,tolmt,fromlmt,route,mcd,comments,lat,adb,setyear,long,recordnum,indir,report,setdate,type,mun_name,road,outdir
north,Philadelphia,cardington rd,75th st,0,4210160106,,39.972021,12,2011,-75.260258,79222,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79222,7/15/11,Bicycle 1,West Park,lansdowne ave northbound lanes,
north,Philadelphia,oxford st,girard ave,13,4210160107,,39.978333,32,2011,-75.18963,79174,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79174,7/8/11,Bicycle 1,Lower North,33rd st northbound lanes,
west,Philadelphia,us 13 33rd st,reservoir dr,0,4210160107,,39.988966,3,2012,-75.189153,81572,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81572,2/23/12,Bicycle 1,Lower North,diamond st westbound lanes,
north,Philadelphia,zoological st,us 30 girard ave,13,4210160106,,39.972097,14,2011,-75.193992,81703,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81703,9/28/11,Bicycle 1,West Park,34th st northbound lanes,
north,Philadelphia,dupont st,monastery ave,0,4210160108,,40.03617,7,2011,-75.209243,81651,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81651,9/22/11,Bicycle 1,Lower Northwest,henry ave northbound lanes,
north,Philadelphia,thompson st,girard ave,0,4210160109,,39.969708,70,2011,-75.13404,81575,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81575,12/6/11,Bicycle 1,River Wards,frankford ave northbound lanes,
west,Philadelphia,shawmont ave,port royal ave,0,4210160108,,40.046667,53,2013,-75.252893,102733,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=102733,7/25/13,Bicycle 1,Lower Northwest,nixon st westbound lane,
west,Philadelphia,shawmont ave,port royal ave,0,4210160108,,40.046667,39,2014,-75.252893,114782,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114782,10/31/14,Bicycle 2,Lower Northwest,nixon st westbound lane,E
north,Mercer,summer st,spring st,653,3402174000,,40.225006,10,2014,-74.77241,111298,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111298,5/6/14,Bicycle 1,Trenton City,calhoun st northbound lanes,
north,Philadelphia,railroad underpass,league island blvd,0,4210160105,,39.898227,11,2015,-75.174969,116187,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=116187,1/7/15,Bicycle 2,Lower South,broad st northbound lanes,S
south,Philadelphia,kingsessing ave,chester ave,0,4210160110,,39.935194,24,2011,-75.22797,78722,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=78722,6/3/11,Bicycle 1,University - Southwest,58th st southbound lane,
north,Philadelphia,53rd st,lindbergh blvd,0,4210160110,,39.933168,2,2011,-75.214489,78725,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=78725,6/9/11,Bicycle 1,University - Southwest,harley ave northbound lane,
east,Philadelphia,aquarium dr,31st st,0,4210160110,,39.964195,345,2010,-75.183789,71544,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71544,10/7/10,Bicycle 1,University - Southwest,spring garden st bridge eastbound lanes,
west,Philadelphia,23rd st,schuylkill ave,0,4210160110,,39.954495,85,2010,-75.180345,71368,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=71368,10/27/10,Bicycle 1,University - Southwest,market st bridge westbound lanes,
east,Philadelphia,houston hall entrance,36th st walk,0,4210160110,"Caution: Saturday 4/16 Rainfall of 3.11""",39.950732,626,2011,-75.19514,76316,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=76316,4/13/11,Bicycle 1,University - Southwest,spruce st eastbound lane,
west,Philadelphia,houston hall entrance,36th st walk,0,4210160110,"Caution: Saturday 4/16 Rainfall of 3.11""",39.95079,343,2011,-75.19514,76423,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=76423,4/13/11,Bicycle 1,University - Southwest,spruce st westbound lane,
west,Philadelphia,32 nd st,33rd st,3,4210160110,"Caution: Saturday 4/16 Rainfall of 3.11""",39.955552,93,2011,-75.188863,76315,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=76315,4/15/11,Bicycle 1,University - Southwest,market st westbound lanes,
east,Philadelphia,40th st,41st st,0,4210160110,"Caution: Saturday 4/16 Rainfall of 3.11""",39.957238,141,2011,-75.203004,76308,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=76308,4/14/11,Bicycle 1,University - Southwest,market st eastbound lanes,
north,Philadelphia,33rd st,34th st,13,4210160110,,39.960284,110,2011,-75.190009,81699,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81699,9/28/11,Bicycle 1,University - Southwest,powelton ave northbound lanes,
west,Philadelphia,34th st,36th st walk,0,4210160110,,39.95079,359,2012,-75.19514,85826,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=85826,1/31/12,Bicycle 1,University - Southwest,spruce st westbound lanes,
north,Philadelphia,53rd st,lindbergh blvd,0,4210160110,,39.933168,5,2013,-75.214489,101553,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101553,6/6/13,Bicycle 1,University - Southwest,harley ave northbound lane,
south,Philadelphia,cobbs creek parkway,beaumont ave,0,4210160110,,39.937711,7,2014,-75.233444,114850,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114850,10/21/14,Bicycle 2,University - Southwest,59th st southbound lane,N
south,Philadelphia,53rd st,lindbergh blvd,0,4210160110,,39.933137,9,2014,-75.214478,114822,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114822,10/23/14,Bicycle 2,University - Southwest,harley ave southbound lane,N
north,Philadelphia,winchester ave,benton ave,0,4210160118,"Monday October 10, 2011: Columbus Day Holiday",40.07574,17,2011,-75.045247,81675,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81675,10/7/11,Bicycle 1,Central Northeast,bustleton ave northbound lanes,
east,Philadelphia,lavender st,academy rd,0,4210160116,"Monday October 10, 2011: Columbus Day Holiday",40.067542,10,2011,-75.004413,81679,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81679,10/7/11,Bicycle 1,Lower Far Northeast,grant ave eastbound lanes,
north,Philadelphia,granite st,pratt st,0,4210160114,"Monday October 10, 2011: Columbus Day Holiday",40.012907,43,2011,-75.071479,81663,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81663,10/5/11,Bicycle 1,Lower Northeast,torresdale ave northbound lanes,
south,Philadelphia,winchester ave,benton ave,0,4210160118,"Monday October 10, 2011: Columbus Day Holiday",40.075789,11,2011,-75.04537,81676,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=81676,10/7/11,Bicycle 1,Central Northeast,bustleton ave southbound lanes,
north,Philadelphia,morris st,mifflin st,0,4210160112,,39.927959,60,2013,-75.16674,101421,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101421,5/24/13,Bicycle 1,South,s 13th st,
both,Montgomery,north of moredon rd,north of moredon rd,0,4209100156,,40.105827,167,2015,-75.074172,113107,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=113107,5/13/15,Bicycle 2,Abington Township,pennypack trail,S
east,Burlington,greenbrook dr,merion rd,618,3400522110,,39.901691,12,2014,-74.895486,112307,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112307,8/14/14,Bicycle 2,Evesham Township,evesboro medford rd eastbound lanes,W
west,Burlington,greenbrook dr,merion rd,618,3400522110,,39.901778,12,2014,-74.895438,112308,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112308,8/14/14,Bicycle 2,Evesham Township,evesboro medford rd westbound lanes,E
east,Burlington,plymouth dr,evesham ave,620,3400522110,,39.889828,11,2014,-74.915265,112309,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112309,8/20/14,Bicycle 2,Evesham Township,e main st eastbound lanes,W
east,Burlington,high st,cr 607 church st,537,3400547880,,39.963446,20,2014,-74.947557,112312,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112312,8/20/14,Bicycle 2,Moorestown Township,e main st eastbound lanes,W
west,Burlington,high st,cr 607 church st,537,3400522110,,39.963498,24,2014,-74.947591,112313,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112313,8/20/14,Bicycle 2,Evesham Township,e main st westbound lanes,E
both,Camden,cr 706 almonesson rd,crestview ave,0,3400726760,,39.809916,65,2014,-75.070943,112539,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112539,9/11/14,Bicycle 2,Gloucester Township,blackwood recreational path,N
east,Camden,centennial dr,n 10th st,601,3400710000,,39.95155,9,2014,-75.109914,112593,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112593,9/16/14,Bicycle 2,Camden City,e state st bridge eastbound lanes,W
east,Camden,howard johnson rd,covered bridge rd,671,3400712280,,39.890338,14,2014,-75.001216,112597,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112597,9/17/14,Bicycle 2,Cherry Hill Township,kresson rd eastbound lanes,W
south,Camden,cr 636 cuthbert blvd,stratford ave,561,3400728740,,39.912475,25,2014,-75.055524,112600,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112600,9/17/14,Bicycle 2,Haddon Township,haddon ave southbound lanes,N
south,Camden,s park ave,cr 654 prospect ridge blvd,168,3400728800,,39.876316,10,2014,-75.083922,112602,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112602,9/24/14,Bicycle 2,Haddon Heights Borough,black horse pk southbound lanes,N
north,Gloucester,spruce st,pine st,44,3401557150,,39.829596,25,2014,-75.242615,112611,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112611,10/1/14,Bicycle 2,Paulsboro Borough,broad st northbound lanes,S
east,Gloucester,garwood blvd,turner st,610,3401513360,,39.659976,2,2014,-75.079638,112617,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112617,10/9/14,Bicycle 2,Clayton Borough,academy st eastbound lane,W
west,Burlington,plymouth dr,evesham ave,620,3400522110,,39.889877,10,2014,-74.915222,112310,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112310,8/20/14,Bicycle 2,Evesham Township,e main st westbound lanes,E
west,Burlington,cr 610 s fellowship rd,poplar ave,537,3400543740,,39.955753,21,2014,-74.998319,112282,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112282,8/21/14,Bicycle 2,Maple Shade Township,e main st westbound lanes,E
west,Camden,ashland ave,cr 669 warwick rd,30,3400742630,,39.860766,5,2014,-75.032692,112606,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112606,9/19/14,Bicycle 2,Magnolia Borough,white horse pk westbound lanes,E
north,Gloucester,delaware st / cooper st,centre st,45,3401582120,,39.837511,100,2014,-75.153547,112607,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112607,9/23/14,Bicycle 2,Woodbury City,s broad st northbound lanes,S
east,Camden,echelon rd,cr 670 burnt mill rd,678,3400776220,,39.852216,2,2014,-75.003319,112891,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112891,10/9/14,Bicycle 2,Voorhees Township,somerdale rd eastbound lanes,W
west,Camden,echelon rd,cr 670 burnt mill rd,678,3400776220,,39.852323,2,2014,-75.003411,112892,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112892,10/9/14,Bicycle 2,Voorhees Township,somerdale rd westbound lanes,E
north,Gloucester,stanger ave,earl ave,47,3401526340,,39.681509,9,2014,-75.098011,112893,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112893,10/9/14,Bicycle 2,Glassboro Borough,delsea dr northbound lanes,S
both,Philadelphia,walnut st,locust st,0,4210160103,,39.950856,1467,2014,-75.181203,111801,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111801,5/30/14,Bicycle 2,Central,schuylkill river trail (schuylkill banks),S
both,Philadelphia,strawberry mansion dr,strawbridge mansion bridge,0,4210160107,,39.996083,1639,2014,-75.1915,111803,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111803,5/30/14,Bicycle 2,Lower North,scuylkill river trail,N
both,Philadelphia,freeland ave access stairway,ridge ave,0,4210160108,,40.016696,365,2014,-75.205689,111804,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111804,5/30/14,Bicycle 2,Lower Northwest,wissahickon creek trail,N
south,Montgomery,greenwood ave,pa 611 old york rd,0,4209138000,,40.093731,7,2015,-75.124378,113190,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=113190,5/13/15,Bicycle 2,Jenkintown Borough,washington la southbound lanes,N
east,Montgomery,washington la,cloverly la,0,4209100156,,40.110173,17,2015,-75.104924,113193,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=113193,5/14/15,Bicycle 2,Abington Township,the fairway valley rd eastbound lanes,W
north,Philadelphia,ridge ave,spring garden st,0,4210160103,,39.962352,172,2014,-75.159229,113199,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=113199,11/6/14,Bicycle 2,Central,n 13th st,S
,Chester,mill la,church rd,0,4202922056,"Monday 05/26/2014, Memorial Day holiday",40.048963,62,2014,-75.555832,111721,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111721,5/21/14,Bicycle 2,East Whiteland Township,chester valley trail,E
,Montgomery,trail spur to trail parking lot,pawlings rd overpass,0,4209145080,"Monday 05/26/2014, Memorial Day holiday",40.116928,145,2014,-75.454753,111722,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111722,5/21/14,Bicycle 2,Lower Providence Township,schuylkill river trail,E
,Montgomery,manayunk railroad bridge,belmont ave,0,4209144976,"Monday 05/26/2014, Memorial Day holiday",40.021406,83,2014,-75.223425,111723,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111723,5/21/14,Bicycle 2,Lower Merion Township,cynwyd heritage trail,E
north,Mercer,capitol st,w state st,653,3402174000,,40.222796,5,2014,-74.774596,111294,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111294,5/6/14,Bicycle 1,Trenton City,calhoun st northbound lanes,
south,Mercer,capitol st,w state st,653,3402174000,,40.222829,19,2014,-74.774647,111295,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111295,5/6/14,Bicycle 1,Trenton City,calhoun st southbound lanes,
south,Mercer,summer st,spring st,653,3402174000,,40.225049,19,2014,-74.772464,111299,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111299,5/6/14,Bicycle 1,Trenton City,calhoun st southbound lanes,
east,Mercer,n stockton st,montgomery st,653,3402174000,,40.223447,22,2014,-74.76163,111302,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111302,7/23/14,Bicycle 1,Trenton City,perry st eastbound lanes,
north,Mercer,e hanover st,e state st,206,3402174000,,40.220553,99,2014,-74.764221,111310,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111310,5/5/14,Bicycle 1,Trenton City,n broad st,
south,Mercer,e hanover st,w state st,206,3402174000,,40.220744,38,2014,-74.765825,111313,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111313,5/6/14,Bicycle 1,Trenton City,n warren st,
west,Mercer,w canal st / armory dr,n stockton st,0,3402174000,,40.220742,41,2014,-74.758795,111321,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111321,5/12/14,Bicycle 1,Trenton City,e state st westbound lanes,
west,Mercer,nj 33 greenwood ave,euclid ave,626,3402174000,,40.220318,22,2014,-74.745312,111325,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111325,5/13/14,Bicycle 1,Trenton City,chambers st westbound lanes,
north,Burlington,broad st,spring garden st,607,3400555800,,40.002844,18,2014,-75.021217,112301,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112301,8/27/14,Bicycle 2,Palmyra Borough,cinnaminson ave northbound lanes,S
south,Burlington,broad st,spring garden st,607,3400555800,,40.002861,34,2014,-75.021279,112302,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112302,8/27/14,Bicycle 2,Palmyra Borough,cinnaminson ave southbound lanes,N
north,Burlington,pine terrace,brookfield ave,0,3400522110,,39.807643,3,2014,-74.894681,112305,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112305,8/13/14,Bicycle 2,Evesham Township,kettle run rd northbound lanes,S
south,Burlington,pine terrace,brookfield ave,0,3400522110,,39.80765,149,2014,-74.894705,112306,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112306,8/13/14,Bicycle 2,Evesham Township,kettle run rd southbound lanes,N
west,Mercer,cr 626 chambers st,n anderson st,606,3402174000,,40.216967,36,2014,-74.743324,111329,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111329,5/13/14,Bicycle 1,Trenton City,hamilton ave westbound lanes,
east,Mercer,w canal st / armory dr,n stockton st,0,3402174000,,40.220674,26,2014,-74.758825,111320,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111320,5/12/14,Bicycle 1,Trenton City,e state st eastbound lanes,
south,Mercer,ferry st,cr 606 hamilton ave,206,3402174000,,40.213117,31,2014,-74.759321,111307,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111307,5/13/14,Bicycle 1,Trenton City,s broad st southbound lanes,
east,Mercer,us 206n n broad st,us 206s n warren st,0,3402174000,,40.220232,19,2014,-74.76509,111316,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111316,5/5/14,Bicycle 1,Trenton City,e state st eastbound lanes,
west,Mercer,us 206n n broad st,us 206s n warren st,0,3402174000,,40.220265,19,2014,-74.765096,111317,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111317,5/5/14,Bicycle 1,Trenton City,e state st westbound lanes,
north,Bucks,clover ave,neshaminy rd,13,4201708768,,40.0937,10,2014,-74.910938,111971,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111971,7/24/14,Bicycle 2,Bristol Township,bristol pk northbound lanes,N
east,Burlington,miles ave,cr 662 park st,0,3400506670,,40.148333,15,2014,-74.713526,112001,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112001,8/7/14,Bicycle 2,Bordentown City,farnsworth ave eastbound lanes,W
west,Burlington,miles ave,cr 662 park st,0,3400506670,,40.148364,15,2014,-74.713455,112002,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112002,9/3/14,Bicycle 2,Bordentown City,farnsworth ave westbound lanes,E
east,Burlington,franklin ave,railroad ave,630,3400520050,,40.059376,21,2014,-74.914528,112003,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112003,8/20/14,Bicycle 2,Edgewater Park Township,cooper st eastbound lanes,W
north,Burlington,clay st,hecker st,613,3400563510,,40.037871,6,2014,-74.95616,112005,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112005,8/7/14,Bicycle 2,Riverside Township,bridgeboro st northbound lanes,S
north,Burlington,broad st,us 130,0,3400508920,,40.072485,23,2014,-74.855741,112007,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112007,8/7/14,Bicycle 2,Burlington City,high st northbound lanes,S
south,Burlington,broad st,us 130,0,3400508920,,40.072483,14,2014,-74.855864,112008,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112008,8/7/14,Bicycle 2,Burlington City,high st southbound lanes,N
east,Burlington,antis st,cr 530 pemberton rd,616,3400557480,,39.970732,5,2014,-74.683774,112009,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112009,8/20/14,Bicycle 2,Pemberton Borough,hanover st eastbound lanes,W
west,Burlington,antis st,cr 530 pemberton rd,616,3400557480,,39.970765,4,2014,-74.683849,112010,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112010,8/9/14,Bicycle 2,Pemberton Borough,hanover st westbound lanes,E
west,Mercer,n stockton st,montgomery st,653,3402174000,,40.223527,14,2014,-74.761654,111303,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111303,7/23/14,Bicycle 1,Trenton City,perry st westbound lanes,
east,Burlington,cr 610 s fellowship rd,poplar ave,537,3400543740,,39.955679,14,2014,-74.99837,112281,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112281,8/21/14,Bicycle 2,Maple Shade Township,e main st eastbound lanes,W
east,Burlington,new rd,cr 648 carranza rd,532,3400572060,,39.844039,20,2014,-74.710239,112283,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112283,8/14/14,Bicycle 2,Tabernacle Township,chatsworth rd eastbound lanes,W
west,Philadelphia,pa 291 broad st,15th st,0,4210160103,,39.938032,38,2011,-75.167722,79160,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79160,7/6/11,Bicycle 1,Central,washington ave westbound lanes,
south,Philadelphia,lindbergh blvd,elmwood ave,0,4210160102,,39.928547,24,2014,-75.220025,114842,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114842,10/23/14,Bicycle 2,Lower Southwest,58th st southbound lane,N
north,Philadelphia,kingsessing ave,chester ave,0,4210160110,,39.935235,17,2014,-75.227863,114845,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114845,10/21/14,Bicycle 2,University - Southwest,58th st northbound lane,S
north,Philadelphia,cobbs creek parkway,beaumont ave,0,4210160110,,40.08024,24,2014,-75.39869,114849,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114849,10/21/14,Bicycle 2,University - Southwest,59th st northbound lane,S
west,Delaware,girard ave,woodlawn ave,0,4204515232,,39.916805,1,2012,-75.285023,84568,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84568,1/10/12,Bicycle 1,Collingdale Borough,broad st westbound lanes,
south,Philadelphia,kingsessing ave,chester ave,0,4210160110,,39.935194,14,2014,-75.22797,114846,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114846,10/21/14,Bicycle 2,University - Southwest,58th st southbound lane,N
north,Philadelphia,tasker st,12th st,0,4210160112,,39.929328,60,2012,-75.16409,85805,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=85805,3/13/12,Bicycle 1,South,passyunk ave,
south,Philadelphia,pa 3 market st,chestnut st,0,4210160110,,39.954244,17,2011,-75.183542,76319,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=76319,4/21/11,Bicycle 1,University - Southwest,30th st,
east,Mercer,hollywood ave,chestnut ave,0,3402174000,,40.219716,6,2012,-74.751009,88150,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88150,3/28/12,Bicycle 1,Trenton City,walnut ave eastbound lanes,
west,Mercer,nj 33 greenwood ave,hollywood ave,0,3402174000,,40.217619,12,2012,-74.753047,88153,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=88153,3/28/12,Bicycle 1,Trenton City,walnut ave westbound lanes,
west,Delaware,girard ave,woodlawn ave,0,4204515232,,39.914594,2,2012,-75.28391,84550,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=84550,3/7/12,Bicycle 1,Collingdale Borough,bartram ave westbound lanes,
south,Gloucester,ashton ave,allen st,551,3401571850,,39.748811,14,2014,-75.309024,112622,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112622,10/9/14,Bicycle 2,Swedesboro Borough,kings hwy southbound lanes,N
east,Camden,west st / 5th st,4th st,0,3400710000,,39.942494,36,2014,-75.122613,112526,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112526,9/10/14,Bicycle 2,Camden City,martin luther king jr blvd eastbound lanes,W
north,Philadelphia,main st,kelly dr,0,4210160108,,40.014949,76,2011,-75.206684,79190,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=79190,8/21/11,Bicycle 1,Lower Northwest,ridge ave northbound lanes,
north,Philadelphia,kingsessing ave,chester ave,0,4210160110,,39.935235,15,2013,-75.227863,101549,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=101549,6/5/13,Bicycle 1,University - Southwest,58th st northbound lane,
west,Camden,howard johnson rd,covered bridge rd,671,3400712280,,39.890424,13,2014,-75.001194,112598,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112598,9/17/14,Bicycle 2,Cherry Hill Township,kresson rd westbound lanes,E
north,Mercer,ferry st,cr 606 hamilton ave,206,3402174000,,40.213139,28,2014,-74.75927,111306,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=111306,5/13/14,Bicycle 1,Trenton City,s broad st northbound lanes,
north,Burlington,cr 623 himmelein rd,branin rd,541,3400545120,,39.880202,2,2011,-74.818568,80281,,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=80281,8/11/11,Bicycle 1,Medford Township,stokes rd northbound lanes,
both,Camden,centennial dr,n 10th st,0,3400710000,,39.951275,177,2014,-75.110339,114540,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114540,9/16/14,Bicycle 2,Camden City,e state st trail,W
west,Philadelphia,23rd st,schuylkill ave,0,4210160103,,39.95128,799,2014,-75.17997,114801,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114801,10/29/14,Bicycle 2,Central,walnut st bridge,E
both,Philadelphia,locust st,schuylkill river park,0,4210160103,,39.948994,715,2014,-75.182654,114805,N,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114805,10/29/14,Bicycle 2,Central,schuylkill river trail,S
south,Gloucester,delaware st / cooper st,centre st,45,3401582120,,39.837579,85,2014,-75.153683,112608,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=112608,9/23/14,Bicycle 2,Woodbury City,s broad st southbound lanes,N
east,Philadelphia,delaware ave,bath st,0,4210160109,,39.979444,11,2014,-75.098306,114861,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114861,10/24/14,Bicycle 3,River Wards,port richmond trail eastbound,E
west,Philadelphia,delaware ave,bath st,0,4210160109,,39.979444,10,2014,-75.098306,114862,W,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114862,10/24/14,Bicycle 3,River Wards,port richmond trail westbound,E
north,Philadelphia,castor ave,venango st,0,4210160109,,39.981739,11,2014,-75.084799,114864,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114864,11/5/14,Bicycle 2,River Wards,port richmond trail northbound,N
south,Philadelphia,castor ave,venango st,0,4210160109,,39.981739,11,2014,-75.084799,114865,S,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114865,11/5/14,Bicycle 2,River Wards,port richmond trail southbound,N
east,Philadelphia,shawmont ave,port royal ave,0,4210160108,,40.046643,52,2014,-75.252931,114781,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114781,10/31/14,Bicycle 2,Lower Northwest,nixon st eastbound lane,W
east,Philadelphia,shawmont ave,port royal ave,0,4210160108,,40.046589,88,2014,-75.252327,114783,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114783,10/31/14,Bicycle 2,Lower Northwest,schuylkill river trail,W
west,Philadelphia,shawmont ave,port royal ave,0,4210160108,,40.046613,81,2014,-75.252289,114784,E,http://www.dvrpc.org/asp/bikecount/default.aspx?RECNUM=114784,10/31/14,Bicycle 2,Lower Northwest,schuylkill river trail,W
